Name,Ticker,"Sub-Sector","Market Cap","Total Revenue","Taxes & Other Items","Interest & Other Items","Payout Ratio","Earnings Per Share","Net Income","Depreciation & Amortization","PBT","Dividend Per Share","EBITDA","PBIT","Employee Cost","Operating & Other expenses"
Raghav Productivity Enhancers Ltd,RPEL,"Commodity Chemicals","2617.514504","133.15","8.82","0.71","0.7951247113163972","11.318979113477342","25.980000000000004","4.97","34.800000000000004","9","40.480000000000004","35.510000000000005","4.88","4.6900000000000075"
Sanstar Ltd,SANSTAR,"Agro Products","2607.00399625","1081.68","22.96","10.74","0","7.9224793230528725","66.7600000000001","12.09","89.7200000000001",,"112.5500000000001","100.4600000000001","19.71","22.810000000000002"
DISA India Ltd,DISAQ,"Industrial Machinery","2603.04149205","344.14","14.82","0.71","0.6782672574626868","294.8690177794739","42.87999999999999","4.74","57.69999999999999","200","63.14999999999999","58.40999999999999","44.7","1.0599999999999916"
Mold-Tek Packaging Ltd,MOLDTKPAC,"Plastic Products","2602.65468905","699.9499999999999","22.04","7.5","0","20.05208996363081","66.58999999999983","38.5","88.62999999999982",,"134.62999999999982","96.12999999999982","50.28","114.11000000000007"
Spectrum Electrical Industries Ltd,SPECTRUM,"Electrical Components & Equipments","2600.057894","334.28999999999996","7.6","8.92","0","12.842364049451863","19.72999999999996","8.85","27.329999999999963",,"45.099999999999966","36.249999999999964","14.01","22.669999999999987"
John Cockerill India Ltd,COCKERILL,"Industrial Machinery & Supplies & Components","2598.3512677950002","672.82","4.43","2.33","0.15965215242494196","43.84532180542285","21.65000000000004","3.85","26.08000000000004","7","32.26000000000004","28.41000000000004","50.49","53.179999999999986"
Vishnu Chemicals Ltd,VISHNU,"Diversified Chemicals","2583.0820269","1225.05","42.65","37.49","0","16.141175649689696","101.08999999999995","33.55","143.73999999999995",,"214.77999999999997","181.22999999999996","58.05","247.33999999999997"
Tarsons Products Ltd,TARSONS,"Health Care Equipment & Supplies","2581.56875412","307.87","18.13","10.15","0","8.014091419018746","42.640000000000015","40.4","60.77000000000002",,"111.32000000000001","70.92000000000002","44.27","35.69000000000001"
Nippon India ETF Nifty 1D Rate Liquid BeES,LIQUIDBEES,"Debt","2580.8388",,,,,,,,,,,,,
Lumax Industries Ltd,LUMAXIND,"Auto Parts","2576.5153711599996","2706.1000000000004","48.16","48.61","0","118.74538123258174","111.00000000000037","92.85","159.16000000000037",,"300.62000000000035","207.77000000000035","323.46","169.22"
Rashi Peripherals Ltd,RPTECH,"Technology Hardware","2576.01790485","11119.480000000001","50.440000000000005","110.89","0.03812347766055303","26.230555588445593","141.23000000000252","18.88","191.67000000000252","1","321.4400000000025","302.5600000000025","151.73","-307.7200000000009"
ESAF Small Finance Bank Limited,ESAFSFB,"Private Banks","2568.236711562","4260.26","144.85",,"0.07929903888719192","8.827345322505053","425.5899999999998","50.99","570.4399999999998","0.7","621.4299999999998","570.4399999999998","362.97","3104.9300000000003"
Jubilant Industries Ltd,JUBLINDS,"Diversified Chemicals","2565.399951765","1254.65","11.69","21.4","0","18.66981577942568","28.130000000000045","15.05","39.82000000000004","0","76.27000000000004","61.22000000000004","129.79","118.75000000000003"
Federal-Mogul Goetze (India) Ltd,FMGOETZE,"Auto Parts","2552.9584457","1727.3899999999999","53.959999999999994","5.63","0.38146242985498163","22.806964248897142","126.87999999999981","84.62","180.8399999999998","8.7","271.0899999999998","186.4699999999998","375.66","227.81000000000003"
Apollo Pipes Ltd,APOLLOPIPE,"Building Products - Pipes","2549.0190616200002","990.85","22","5.77","0","10.880943219721432","42.82000000000008","29.86","64.82000000000008",,"100.45000000000007","70.59000000000007","61.4","34.649999999999984"
Dish TV India Ltd,DISHTV,"Cable & D2H","2540.93349252","1875.79","1597.92","267.02","0","-10.680534567272383","-1966.5600000000002","471.91","-368.64000000000004","0","370.28999999999996","-101.62000000000006","149.9","959.95"
Veritas (India) Ltd,VERITAS,"Commodities Trading","2527.3787","3911.43","1.04","31.12","0.0007174630506528915","69.69","186.83999999999997","42.54","187.87999999999997","0.05","261.53999999999996","218.99999999999997",,"3649.89"
Landmark Cars Ltd,LANDMARK,"Retail - Speciality","2524.28532825","3297.5299999999997","13.540000000000001","53.47","0.1083530101767539","13.843639392695069","56.010000000000126","101.31","69.55000000000013","1.5","224.33000000000013","123.02000000000012","216.72","-20.48000000000016"
Nelco Ltd,NELCO,"Communication & Networking","2514.815864","323.13","9.84","7.25","0.2120761056189269","10.373634472301719","23.670000000000005","22.14","33.510000000000005","2.2","62.900000000000006","40.760000000000005","43.04","133.99"
Updater Services Ltd,UDS,"Business Support Services","2510.563725","2467.9700000000003","16.64","19.28","0","11.332689034766002","67.9400000000001","53.96","84.5800000000001","0","157.8200000000001","103.8600000000001","1815.65","181.1900000000001"
Vakrangee Limited,VAKRANGEE,"Outsourced services","2509.207345896","215.46","1.5100000000000002","7.71","0","0.03826283756037801","4.349999999999991","15.69","5.859999999999991",,"29.25999999999999","13.569999999999991","15.65","160.58"
Mangalam Cement Ltd,MANGLMCEM,"Cement","2506.51619919","1763.96","39.4","67.58","0.06906555090421963","21.718497577471084","59.72000000000005","74.21","99.12000000000005","1.5","240.91000000000005","166.70000000000005","128.16","48.489999999999924"
HMA Agro Industries Ltd,HMAAGRO,"Packaged Foods & Meats","2494.83499414","4861.97","32.52","17.32","0","0.38320221896590073","100.62999999999954","34.78","133.14999999999955",,"185.24999999999955","150.46999999999954","144.04","47.73000000000043"
Hindware Home Innovation Ltd,HINDWAREAP,"Home Furnishing","2486.634506025","2837.19","30.97","95.1","0.11221792006208928","3.5644930843370046","25.76999999999964","123.04","56.73999999999964","0.4","274.87999999999965","151.83999999999963","430.5","799.1100000000004"
Rama Steel Tubes Ltd,RAMASTEEL,"Building Products - Pipes","2485.215488925","1051.57","8.41","21.25","0","0.19798414914304155","29.11999999999996","5.64","37.52999999999996",,"64.41999999999996","58.77999999999996","12.62","1.969999999999982"
Xpro India Ltd,XPROINDIA,"Plastic Products","2484.7362923650003","477.6","16.28","5.01","0.09172030993618961","21.805421300815624","43.88","11.14","60.160000000000004","2","76.31","65.17","26.82","22.59000000000002"
TechNVision Ventures Ltd,TECHNVISN,"Software Services","2478.625","193.33","0.72","1.79","0","21.57768924302793","13.540000000000026","1.58","14.260000000000026",,"17.630000000000024","16.050000000000026","154.2","7.500000000000007"
Man Industries (India) Ltd,MANINDS,"Building Products - Pipes","2475.4735891200003","3194.23","39.160000000000004","87.83","0","16.844197334626124","105.14000000000041","61.09","144.3000000000004",,"293.2200000000004","232.13000000000042","68.81","12.099999999999724"
Dolphin Offshore Enterprises (India) Ltd,DOLPHIN,"Oil & Gas - Equipment & Services","2474.4832959","12.55","-5.31","0.93","0","0.3131351865363076","5.570000000000002","1.38","0.2600000000000021","0","2.570000000000002","1.1900000000000022","0.21","6.049999999999999"
Astec Lifesciences Ltd,ASTEC,"Fertilizers & Agro Chemicals","2461.6192879200003","463.82","-14.810000000000002","25.23",,"-23.93990136138426","-46.94","36.25","-61.75","1.5","-0.2700000000000031","-36.52","61.74","26.689999999999998"
Orient Green Power Company Ltd,GREENPOWER,"Renewable Energy","2459.847409893","297.08000000000004","0.27","80.21","0","0.3957033526548383","38.40000000000003","82.34","38.67000000000003","0","201.22000000000003","118.88000000000002","13.89","65.44"
NIIT Ltd,NIITLTD,"Education Services","2459.4994310099996","368.26","7.14","1.7","0","1.0552600184863767","38.35999999999999","18.35","45.49999999999999",,"65.55","47.199999999999996","137.66","7.090000000000045"
Aeroflex Industries Ltd,AEROFLEX,"Iron & Steel","2451.7848948299998","321.75","15.52","2.63","0.07296380570196455","3.4263563638823293","41.739999999999995","6.26","57.25999999999999","0.25","66.14999999999999","59.88999999999999","26.2","7.659999999999991"
EFC (I) Ltd,EFCIL,"Distributors","2446.5242152","428.78","22.98","35.32","0","13.821921123570842","57.99000000000002","75.63","80.97000000000003",,"191.92000000000002","116.29000000000002","14.03","178.75"
Owais Metal and Mineral Processing Ltd,OWAIS,"Metals - Diversified","2445.532531","80.43","5.2","1.65","0","11.41","15.460000000000008","1.16","20.660000000000007","0","23.470000000000006","22.310000000000006",,"56.96"
Jyoti Structures Ltd,JYOTISTRUC,"Power Transmission & Distribution","2442.07189506","463.02","-9.32","1.84","0","0.41263532708985556","28.849999999999994","7.45","19.529999999999994","0","28.819999999999993","21.369999999999994","35.21","168.95"
Barbeque-Nation Hospitality Ltd,BARBEQUE,"Restaurants & Cafes","2437.17475725","1272.08","-0.6200000000000001","75.86","0","-3.437801360810061","-13.400000000000023","167.9","-14.020000000000024","0","229.73999999999998","61.839999999999975","280.28","99.49999999999991"
India Pesticides Ltd,IPL,"Fertilizers & Agro Chemicals","2436.053684724","695.55","22.130000000000003","4.38","0.1435476666112681","5.2247453247082385","60.16999999999998","15.07","82.29999999999998","0.75","101.74999999999999","86.67999999999998","42.25","124.40999999999998"
Media Matrix Worldwide Ltd,MMWL,"Advertising","2433.130286412","1419.76","4.1","8.86","0","0.04431723225105811","5.020000000000193","0.72","9.120000000000193",,"18.70000000000019","17.980000000000192","4.07","-16.990000000000112"
Rupa & Company Ltd,RUPA,"Apparel & Accessories","2432.2586676","1233.3","24.92","21.16","0","8.728767254889007","69.77999999999997","14.73","94.69999999999997",,"130.58999999999997","115.85999999999997","56.56","351.53000000000003"
Panama Petrochem Ltd,PANAMAPET,"Specialty Chemicals","2424.88587583","2371.22","45.62","17.96","0.2169895905713555","32.25961200059548","195.1499999999999","9.83","240.7699999999999","7","268.5599999999999","258.7299999999999","14.62","36.110000000000035"
D Link (India) Limited,DLINKINDIA,"Technology Hardware","2422.140867","1249.8300000000002","31.55","0.99","0.4982329987046619","26.092209937515648","92.64000000000024","6.32","124.19000000000024","13","131.50000000000023","125.18000000000023","40.88","80.00999999999995"
MIC Electronics Ltd,MICEL,"Electrical Components & Equipments","2421.072868019","63.18000000000001","-44.11","1.82","0","2.792098490423028","61.83000000000001","1.54","17.72000000000001","0","21.08000000000001","19.54000000000001","5.12","6.489999999999999"
TTK Healthcare Ltd,TTKHLTCARE,"Pharmaceuticals","2414.803258035","815.4","21.28","2.76","0.22486207829408003","44.471704948496296","62.840000000000046","13.06","84.12000000000005","10","99.94000000000005","86.88000000000005","132.84","30.349999999999902"
Universal Cables Ltd,UNIVCABLES,"Cables","2414.10460998","2118.33","35.9","91.47","0.09617928762819929","31.191746934091608","108.2299999999999","23.76","144.1299999999999","3","259.3599999999999","235.5999999999999","95.19","186.40000000000012"
EIH Associated Hotels Ltd,EIHAHOTELS,"Hotels, Resorts & Cruise Lines","2410.94447211","397.89000000000004","27.71","0.8","0.22563426561342867","13.2958528787458","81.02000000000004","16.86","108.73000000000003","3","126.39000000000003","109.53000000000003","68.37","89.77999999999999"
Ugro Capital Ltd,UGROCAP,"Investment Banking & Brokerage","2409.327708842","1081.68","59.42",,"0","14.835379366975262","119.36000000000003","35.33","178.78000000000003","0","214.11","178.78000000000003","182.85","684.72"
Veranda Learning Solutions Ltd,VERANDA,"Education Services","2399.525930925","370.02000000000004","-1.5500000000000003","78.65","0","-12.945799974673582","-79.70999999999994","65.37","-81.25999999999993",,"62.760000000000076","-2.6099999999999284","81.83","17.319999999999993"
Ajmera Realty & Infra India Ltd,AJMERA,"Real Estate","2398.245276875","707.83","35.97","68.53","0.13801973940101112","28.981361777377014","102.84000000000012","1.71","138.81000000000012","4","209.05000000000013","207.34000000000012","41.14","345.07"
Carysil Ltd,CARYSIL,"Home Furnishing","2394.44103959","689.1","22.89","22.93","0","21.601903162004717","57.88000000000004","32.45","80.77000000000004",,"136.15000000000003","103.70000000000003","50.19","104.81"
Precision Camshafts Ltd,PRECAM,"Auto Parts","2392.50321198","1132.99","19.82","8.34","0.23540479553903396","4.248001820481961","40.349999999999916","81.58","60.169999999999916","1","150.08999999999992","68.50999999999992","191.49","260.03999999999996"
S.P.Apparels Ltd,SPAL,"Apparel & Accessories","2387.56089","1103.6799999999998","28.02","18.7","0","35.71969425248876","89.62999999999994","37.75","117.64999999999993",,"174.09999999999994","136.34999999999994","260.78","173.20000000000002"
Mukand Ltd,MUKANDLTD,"Iron & Steel","2387.211196323","5190.84","24.13","131.47","0.2813935014605639","7.107484677574515","102.7000000000003","49.72","126.8300000000003","2","308.0200000000003","258.3000000000003","219.01","931.3799999999995"
Themis Medicare Ltd,THEMISMED,"Pharmaceuticals","2383.3789074","405.32","9.92","9.38","0.10573521530842148","4.728793510672282","43.519999999999975","12.25","53.439999999999976","0.5","75.06999999999998","62.81999999999998","82.41","37.08999999999999"
Dredging Corporation of India Ltd,DREDGECORP,"Dredging","2381.4","948.81","1.84","28.48","0","12.74285714285712","35.679999999999936","140.82","37.51999999999994",,"206.81999999999994","65.99999999999994","98.25","300.83"
Nalwa Sons Investments Ltd,NSIL,"Asset Management","2379.866806865","89.60000000000001","19.26",,"0","109.53702209217273","56.26000000000002","0.02","75.52000000000002",,"75.54000000000002","75.52000000000002","0.74","0.8200000000000003"
Kody Technolab Ltd,KODYTECH,"Software Services","2374.6154768","23.240000000000002","1.61","0.64","0","8.868516481844534","4.890000000000001","0.4","6.500000000000001","0","7.540000000000001","7.140000000000001","6.77","5.010000000000002"
Saraswati Commercial (India) Ltd,ZSARACOM,"Specialized Finance","2355.2599489599997","128.34","19.57",,"0","1008.6141943902875","103.88","0.01","123.45",,"123.46000000000001","123.45","2.33","2.13"
Vardhman Special Steels Ltd,VSSL,"Iron & Steel","2341.3535909400002","1691.1799999999998","31.23","18.42","0.1775757116984613","11.262801544595076","91.62999999999994","30.98","122.85999999999994","2","172.25999999999993","141.27999999999994","96.21","163.18999999999994"
Amrutanjan Health Care Ltd,AMRUTANJAN,"Pharmaceuticals","2325.47780088","437.58000000000004","16.97","0.25","0.2972985726989768","15.472660895205944","44.980000000000075","6.06","61.950000000000074","4.6","68.26000000000008","62.200000000000074","47.69","18.889999999999965"
IKIO Lighting Ltd,IKIO,"Electrical Components & Equipments","2318.807433505","453.3","23.94","11.71","0.11745146194485716","8.514155408891332","60.57000000000002","12","84.51000000000002","1","108.22000000000001","96.22000000000001","46.07","3.0099999999999874"
Shanti Educational Initiatives Ltd,SEIL,"Education Services","2311.155","23.01","1.31","0.32","0","2.2670807453416146","3.65","0.43","4.96","0","5.71","5.28","4.59","0.9500000000000003"
Alicon Castalloy Ltd,ALICON,"Auto Parts","2304.1401096","1563.1699999999998","19.529999999999998","40.69","0","38.090000893752595","61.36999999999988","77.52","80.89999999999988",,"199.10999999999987","121.58999999999988","199.99","234.54999999999998"
B L Kashyap and Sons Ltd,BLKASHYAP,"Construction & Engineering","2301.29152","1256.76","10.76","48.83","0","2.33","52.52000000000003","10.36","63.28000000000003","0","122.47000000000003","112.11000000000003",,"1134.29"
